"comment_id","video_id","product_id","text","label","confidence","teacher_model","final_action","exclusion_reason","is_product_related","like_count","reply_count","classified_at","score_PRODUCT_OPINION","score_VIDEO_REACTION","score_CHATTER","score_QUESTION","score_OFF_TOPIC","reasoning"
"UgwPYbwoC9QNVt3sIep4AaABAg","SFYjMCe1SBA","37","이런 영상 찾고 있었습니다.!! 역시 테크 비교는 방구석 리뷰룸!!","VIDEO_REACTION","0.97","openai/gpt-4.1-2025-04-14","EXCLUDE","VIDEO_REACTION","","3","0","2026-05-13T11:36:18.770688+00:00","","","","","",""
"Ugx0vQB-Xa5FKfjRxah4AaABAg","SFYjMCe1SBA","37","max 끼리는 어떤지 궁금하네요. M3 MAX vs M4 MAX vs M5 MAX","QUESTION","0.99","openai/gpt-4.1-2025-04-14","AUXILIARY_STORE","","","2","0","2026-05-13T11:36:18.785005+00:00","","","","","",""
"UgzrfeVV0g6dLu6ODMZ4AaABAg","SFYjMCe1SBA","37","매우 흥미롭네요. 램 크기 보다 속도가 더 중요하다는 것인데, 다른 실제 보다 복잡한 업무를 로컬 AI 에게 시킬 때도 순위가 유지될지 궁금합니다.","QUESTION","0.96","openai/gpt-4.1-2025-04-14","AUXILIARY_STORE","","","1","0","2026-05-13T11:36:18.792158+00:00","","","","","",""
"UgxyvV5EkJMmveH_apF4AaABAg","SFYjMCe1SBA","37","1년 1년이 정말 놀랍게 바뀌는 시대네요 🧐 로컬 AI 활용내용도 추가로 준비해보겠습니다","VIDEO_REACTION","0.92","openai/gpt-4.1-2025-04-14","EXCLUDE","VIDEO_REACTION","","18","0","2026-05-13T11:36:18.799722+00:00","","","","","",""
"UgyPb3uYwELcPXnbVVF4AaABAg","SFYjMCe1SBA","37","비전문가들이 영상을 만드신 거 같은데 영상 11:12 부분 보고 M5 Pro가 M3 Max보다 로컬 LLM 성능이 낫다고 착각하시는 분들 계실까 봐 하나 남기고 갑니다.
(요약하면 M5 Pro가 M3 Max보다 로컬 LLM 성능이 더 좋다고 생각하시면 안 됩니다.)

영상의 테스트는 GPT-OSS로 보이는데 매우 작은 모델이라 로컬 LLM 활용에 변별력을 내기가 어렵습니다.
모델 크기가 작으면 연산량과 메모리 요구량 자체가 낮아서 memory bandwidth를 충분히 소모하지 못하기 때문입니다.
이 경우에는 prefill 최적화 효과가 상대적으로 두드러져 보일 수 있어서 M5 Pro가 더 좋아 보일 순 있습니다.

근데 완전히 엉터리 비교입니다.
쉽게 비유하면 쿠팡맨이 배송을 한다고 생각해봅시다. 동네 골목길에서는 오토바이가 포터보다 민첩할 수 있긴 한데 결국 대량 배송을 하려면 오토바이가 아니라 트럭을 몰고 다녀야 되는 거랑 같습니다.
그래서 Neural Accelerator가 달렸기 때문에 M5 Pro가 M3 Max보다 로컬 LLM에 적합하다고 결론 내리면 안 됩니다.

영상에서 떠드는 Neural Accelerator는 사실 애플의 상술에 가깝습니다.
Neural Accelerator는 prefill 단계(input prompt를 KV cache로 encoding하는 과정)에서 발생하는 병렬 연산에 도움을 주는 유닛일 뿐이고 decode 성능을 올려주지도 않습니다.
더 중요한 사실은 최신 Apple Silicon에서는 prefill latency 자체가 이미 상당히 짧은 수준이라, 여기서 0.x초를 단축하는 것은 실사용자 입장에서 체감 효용이 거의 없다는 겁니다.
영상에서 보시다시피 체감상 의미가 없습니다.(0.32초, 0.41초, 1.41초) 이건 누구나 알고 있었고 너무나 당연한 결과이고 그래서 애플도 안 넣었던 겁니다. 칩 생산 단가가 비싸지거든요.

하지만 뭔가 벤치마크 툴이라던가 그런걸로 마법의 그래프를 그려두면 뭔가 엄청나게 차이가 나는 것처럼 보여지게 할 수는 있습니다.
가령 Prefill 속도가 M5 Pro가 초당 500 tokens이고 M3 Max가 200 tokens이라 합시다. 300 tokens 차이가 나니까 100% 이상의 성능 향상이죠? 그럼 M3 Max 보다 2x Faster 식의 소비자 기만이 가능합니다.
애플은 그런짓도 굉장히 잘하는 기업이구요. (그러나 정작 인간이 느끼기엔 0.x초 차이입니다.)

진짜 성능 차이는 답을 출력해내는 decode 성능이죠.
그건 GPU의 대역폭(bandwidth)에서 나옵니다. token을 하나씩 생성할 때마다 model weights를 memory에서 계속 퍼 와야 하는데 이때 대역폭의 싸움이거든요.

좁은 도로의 M5 Pro는 bottleneck 걸려서 token throughput 수직 낙하할 때 Max 칩들은 묵묵히 속도 뽑아냅니다.
대형 모델까지 안 가도 되고 한 27B 정도만 돌려도 M5 Pro에서 돌리면 느려서 못 써먹습니다. 물론 Max 칩도 느리긴 한가지지만 Pro보단 참아가며 쓸만해요.
결론적으로 로컬 LLM이나 그래픽 작업을 하시면 숫자 놀이에 낚이지 말고 구형 칩도 괜찮으니 여건만 되시면 Max 칩에 RAM 높은 거 사세요.
Neural Accelerator 때문에 M3 Max 64GB(400GB/s) 이런 거 두고 M5 Pro 64GB(307GB/s) 사는 건 하면 안 됩니다.

MAX 칩으로 올리고 하면 200만원 300만원씩 더 내라고 하는게 이유가 있는데, 대역폭 초당 100GB 차이는 어마어마한 차이입니다.
초당 500~600GB/s 넘나드는 M4 Max나 M5 Max랑은 비교도 안 되고요.","PRODUCT_OPINION","0.93","openai/gpt-4.1-2025-04-14","ANALYZE","","","10","0","2026-05-13T11:36:18.805460+00:00","","","","","",""
"Ugxv-U-46nuxBrEe3BF4AaABAg","SFYjMCe1SBA","37","와씨 로컬로 이정도 영상이 뽑힌다구요!???!! m5 max 사야할 이유를 찾았습니다","PRODUCT_OPINION","0.97","openai/gpt-4.1-2025-04-14","ANALYZE","","","7","0","2026-05-13T11:36:18.812390+00:00","","","","","",""
"UgyNbW5BIhwj9RHHwZB4AaABAg","SFYjMCe1SBA","37","기대가 되네여 6월에 맥스튜디오 출시소식 ㅎㅎ;;","CHATTER","0.85","openai/gpt-4.1-2025-04-14","EXCLUDE","CHATTER","","6","0","2026-05-13T11:36:18.819089+00:00","","","","","",""
"UgzJsOKxxXOgJljnXyN4AaABAg","SFYjMCe1SBA","37","벤치마크도 좋지만, ai는 로컬에서 쓸 정확도나 생산성이 나오지 않아 현실과 조금 떨어져있는 벤치마크라고 생각이 드네요!","PRODUCT_OPINION","0.95","openai/gpt-4.1-2025-04-14","ANALYZE","","","4","0","2026-05-13T11:36:18.823995+00:00","","","","","",""
"UgzFk7dyKuzl-0EGoe54AaABAg","SFYjMCe1SBA","37","오전에 궁금했었는데.
M1Max 32GB 는  52.22토큰 2076개토큰 0.82s 정도 나오네요. 
댓글로 다른분들도 달아 주세요.  m5max 가 궁금합니다.","QUESTION","0.95","openai/gpt-4.1-2025-04-14","AUXILIARY_STORE","","","3","0","2026-05-13T11:36:18.830184+00:00","","","","","",""
"UgzNTZj42bBI7h7-sxV4AaABAg","SFYjMCe1SBA","37","역시 유익합니다 :)
AI의 시대가 무서운 속도로 가까워진다는게 영상을 보니 더욱 체감되네요~

전 이번에 라이트룸 사진 RAW 파일 보정 용도로 맥북에어 M5를 구매하려고 하는데, 괜찮을까요? 램을 기본 16GB로 할까 24GB로 올릴까 고민입니다~","QUESTION","0.98","openai/gpt-4.1-2025-04-14","AUXILIARY_STORE","","","2","0","2026-05-13T11:36:18.836287+00:00","","","","","",""
"UgzVFQ2EjM-JUlK_B4J4AaABAg","SFYjMCe1SBA","37","로컬  AI실험하시는데 gemma4 26b 모델을 실험안하시다니... 그거 하셨으면 조회수 2배나오셨을텐데.. 참.. 저 맥북들 시대별로 모이기 참 쉽지 않은 자리일텐데 참..","VIDEO_REACTION","0.9","openai/gpt-4.1-2025-04-14","EXCLUDE","VIDEO_REACTION","","2","0","2026-05-13T11:36:18.842181+00:00","","","","","",""
"UgzZHK06-MwheWGFDBJ4AaABAg","SFYjMCe1SBA","37","Ai가 무섭게 달려들 가고있는데 아이폰만은 중세시대에 머물고있으니…ㅜ","PRODUCT_OPINION","0.9","openai/gpt-4.1-2025-04-14","ANALYZE","","","2","0","2026-05-13T11:36:18.847035+00:00","","","","","",""
"UgyVYdyJ23IawtFGTTp4AaABAg","SFYjMCe1SBA","37","로컬llm 모델 램 용량 계산시 컨텍스트 용량도 고려 필요","PRODUCT_OPINION","0.95","openai/gpt-4.1-2025-04-14","ANALYZE","","","2","0","2026-05-13T11:36:18.853272+00:00","","","","","",""
"UgwmNR1bp6mMK3-t_Bd4AaABAg","SFYjMCe1SBA","37","정말 궁금했던 부분인데 딱 캐치해주시네요!!","VIDEO_REACTION","0.9","openai/gpt-4.1-2025-04-14","EXCLUDE","VIDEO_REACTION","","2","0","2026-05-13T11:36:18.861180+00:00","","","","","",""
"UgxUsmsIiOasy8n8UBh4AaABAg","SFYjMCe1SBA","37","오늘 영상 잘봤습니다 ㅎㅎ 영상과 별개로 혹시 아이폰17프맥 투케 어디꺼 사용중이신건가요?","QUESTION","0.95","openai/gpt-4.1-2025-04-14","AUXILIARY_STORE","","","1","0","2026-05-13T11:36:18.866155+00:00","","","","","",""
"UgyilMLVN0NfFLrHqOp4AaABAg","SFYjMCe1SBA","37","moe와 dense도 같이 비교 해주면 좋았을텐데... 아쉽네요","VIDEO_REACTION","0.9","openai/gpt-4.1-2025-04-14","EXCLUDE","VIDEO_REACTION","","1","0","2026-05-13T11:36:18.872325+00:00","","","","","",""
"UgxJ9o72UT4oubNLS4Z4AaABAg","SFYjMCe1SBA","37","M4pro 로 유튜브 가끔보고 안펼쳐본지 오래되었네","PRODUCT_OPINION","0.85","openai/gpt-4.1-2025-04-14","ANALYZE","","","1","0","2026-05-13T11:36:18.877245+00:00","","","","","",""
"UgzgSNS6_mmmwaEFWUF4AaABAg","SFYjMCe1SBA","37","그냥..내가 빠르게 질문 해야갰어요 ㅋㅋ","CHATTER","0.98","openai/gpt-4.1-2025-04-14","EXCLUDE","CHATTER","","1","0","2026-05-13T11:36:18.883265+00:00","","","","","",""
"Ugy1coafUztLPcHzYRB4AaABAg","y91GpU0EvV0","37","비록 저는 안(못)샀지만 이 시기에 가격이 참 착하게 나온 것 같아요!
랩탑 구매 필요하신분들은 적극 추천드립니다😊

혹 재밌게 보셨다면 구독 좋아요 하입도 부탁드릴게요 감사합니다🧡

30대의삶 올림","PRODUCT_OPINION","0.85","openai/gpt-4.1-2025-04-14","ANALYZE","","","58","0","2026-05-13T11:36:21.343769+00:00","","","","","",""
"Ugxoh_lWX6ccaclBpvF4AaABAg","y91GpU0EvV0","37","뭐 사는지는 모르겟고 와이프 분 표정 볼려고 들어옴 ㅋㅋㅋㅋ","OFF_TOPIC","0.95","openai/gpt-4.1-2025-04-14","EXCLUDE","OFF_TOPIC","","167","0","2026-05-13T11:36:21.356599+00:00","","","","","",""
"Ugy75sB9J5QZPl6bs5p4AaABAg","y91GpU0EvV0","37","주인장은 어둡게, 와이프분은 화사하게.. 좋습니다~","VIDEO_REACTION","0.9","openai/gpt-4.1-2025-04-14","EXCLUDE","VIDEO_REACTION","","53","0","2026-05-13T11:36:21.367553+00:00","","","","","",""
"UgymWMuDAdUUnkNHorZ4AaABAg","y91GpU0EvV0","37","와이프 좋아하는 탕수육 먹는부부 아주 좋아요","OFF_TOPIC","0.95","openai/gpt-4.1-2025-04-14","EXCLUDE","OFF_TOPIC","","22","0","2026-05-13T11:36:21.374432+00:00","","","","","",""
"UgzlXRyF5BxQnexJCuZ4AaABAg","y91GpU0EvV0","37","와!! 구매안하겠다는 발표는 오늘 최초 아닌가요!!?","CHATTER","0.9","openai/gpt-4.1-2025-04-14","EXCLUDE","CHATTER","","20","0","2026-05-13T11:36:21.379352+00:00","","","","","",""
"UgxKRVX3VJ6ZtWGks454AaABAg","y91GpU0EvV0","37","풀체인지 m6pro를 
사기위한 일보 후퇴가 
아닐런지요.","QUESTION","0.97","openai/gpt-4.1-2025-04-14","AUXILIARY_STORE","","","9","0","2026-05-13T11:36:21.386902+00:00","","","","","",""
"UgwB-3rKSq8v-ESaDJN4AaABAg","y91GpU0EvV0","37","[탕수육을 PRO로 사는 이유] 장표 기다리겠습니다.","QUESTION","0.85","openai/gpt-4.1-2025-04-14","AUXILIARY_STORE","","","8","0","2026-05-13T11:36:21.392724+00:00","","","","","",""
"UgxGJAjwG8qwpy_jbd14AaABAg","y91GpU0EvV0","37","아내분 졸린데 참고 최선을 다해 리액션을 ㅋ 전생에 나라를 구하셨군요","VIDEO_REACTION","0.9","openai/gpt-4.1-2025-04-14","EXCLUDE","VIDEO_REACTION","","6","0","2026-05-13T11:36:21.409098+00:00","","","","","",""
"Ugw3fJ9OJfH2jkuIt4Z4AaABAg","y91GpU0EvV0","37","맥북은 이제 필수템이 되어버린...","PRODUCT_OPINION","0.85","openai/gpt-4.1-2025-04-14","ANALYZE","","","6","0","2026-05-13T11:36:21.416553+00:00","","","","","",""
"Ugzl9TjhMXVtW46BfYF4AaABAg","y91GpU0EvV0","37","😂벌써 찍으셨군요😂","CHATTER","0.98","openai/gpt-4.1-2025-04-14","EXCLUDE","CHATTER","","5","0","2026-05-13T11:36:21.422360+00:00","","","","","",""
"UgxYfDskZC8JhlgOMB14AaABAg","y91GpU0EvV0","37","가끔 청취한 구독자였는데.. 이번편 맥북m5검색하다가..너무 재미있어서 앞으로 열심히 보려고.. 알람켰습니다.. 죄송한데.. ..  지금은 맥북 m5코인 털때가 아닌가 생각합니다.. 맥등이분들은.. 지금이 제일 가성비 좋을때라고 생각하고 관심들이 많습니다. 그리고 초보자들에게는 희소식 네오가 나왔습니다... 프로가 너무 기가막히게 나왔는데.. 에어도 너무 기가막히게 나온것입니다.. 현재쓰고계신 장비와 인코딩 속도 비교하면.. 체감이 많이 될것 같네요.. 애플에게 체험만 하게 빌려달라고.. 해서 리뷰하던지.. m5 프로라인(맥스)과... 네오..리뷰 지금 의외로 많이 없습니다. 맥미니도.. 요즘 핫하죠.. 지금 신학기라.. 애플구매력도 난리인데다가.. 대학생 신입생들.. 아몰라 맥북 구입시즌이라... 그냥 그렇다고요..","PRODUCT_OPINION","0.92","openai/gpt-4.1-2025-04-14","ANALYZE","","","0","0","2026-05-13T11:36:21.429279+00:00","","","","","",""
"Ugw-2CbVRMcDM1Qmacl4AaABAg","y91GpU0EvV0","37","이야~ 오늘 엄아블로 장관님이 드디어 희망의 미소를 보유하신 '엄우리엘 대천사[엄과장 + 아우리엘(디아블로, 앙기리스 의회 중 희망의 대천사 '아우리엘']'로 변신하셨군요ㅋㅋㅋ😅
(오빠, 역시...그래...잘 선택했어!!! 오빠 착해♡♡♡)","CHATTER","0.97","openai/gpt-4.1-2025-04-14","EXCLUDE","CHATTER","","0","0","2026-05-13T11:36:21.435902+00:00","","","","","",""
"Ugy2wY-nN-XVsmWMMCx4AaABAg","y91GpU0EvV0","37","M5 맥북 맥스가 있으면 처가집에도 더 자주 가게 됩니다. 어떤 환경에서도 일을 할 수 있는 RTX5080 수준의 휴대용 장비가 있으니까요... !!","PRODUCT_OPINION","0.96","openai/gpt-4.1-2025-04-14","ANALYZE","","","0","0","2026-05-13T11:36:21.442558+00:00","","","","","",""
"UgwoZZ0rhd-8RX156QJ4AaABAg","y91GpU0EvV0","37","이집 사모님 리액션이 맛도리임 참하셔😊","VIDEO_REACTION","0.93","openai/gpt-4.1-2025-04-14","EXCLUDE","VIDEO_REACTION","","92","0","2026-05-13T11:36:21.448943+00:00","","","","","",""
"UgzlVw-Rl2qfkXKXmud4AaABAg","y91GpU0EvV0","37","IT,게임리뷰를 빙자한 본격 결혼장려채널","OFF_TOPIC","0.9","openai/gpt-4.1-2025-04-14","EXCLUDE","OFF_TOPIC","","39","0","2026-05-13T11:36:21.454743+00:00","","","","","",""
"UgxK1E3ZadmoKs0bai94AaABAg","y91GpU0EvV0","37","마지막 탕수육 엔딩까지 완벽했습니다. 그냥 끝나서 콩닥콩닥 했는데 역시 구독자들 들었다놨다 하시네요ㅎ탕수육에 보태겠습니다.","VIDEO_REACTION","0.95","openai/gpt-4.1-2025-04-14","EXCLUDE","VIDEO_REACTION","","34","0","2026-05-13T11:36:21.463612+00:00","","","","","",""
"UgxA2WOeNDgfw7RGihJ4AaABAg","y91GpU0EvV0","37","내년에도 와이프 탕수육에 투표하겠습니다","OFF_TOPIC","0.98","openai/gpt-4.1-2025-04-14","EXCLUDE","OFF_TOPIC","","31","0","2026-05-13T11:36:21.471198+00:00","","","","","",""
"UgyVLM3_eq-2NZb-Dnx4AaABAg","y91GpU0EvV0","37","이거는 m6 맥북 프로를 위한 사전 작업이다 그렇게 생각합니다. 내년을 위해 구독자지만 한 번 더 구독 눌렀습니다","VIDEO_REACTION","0.92","openai/gpt-4.1-2025-04-14","EXCLUDE","VIDEO_REACTION","","16","0","2026-05-13T11:36:21.478275+00:00","","","","","",""
"UgwxyBmNRSKHdGK4S8h4AaABAg","y91GpU0EvV0","37","여태 구독 안하고 보다가... 마지막 씬에서는 구독 버튼을 안 누를수가 없더군요.
응원합니다!!","VIDEO_REACTION","0.97","openai/gpt-4.1-2025-04-14","EXCLUDE","VIDEO_REACTION","","14","0","2026-05-13T11:36:21.483521+00:00","","","","","",""
"UgzuQf5GFfwR2SRlu1B4AaABAg","y91GpU0EvV0","37","내년도 맥북 구매 방지단 파티원 모집 중❤(1/????)","CHATTER","0.93","openai/gpt-4.1-2025-04-14","EXCLUDE","CHATTER","","13","0","2026-05-13T11:36:21.489665+00:00","","","","","",""
"Ugz8U5SMiJGBQ633y2h4AaABAg","2dyXtXvF3CI","37","그 얄미운 선을 잘 지킨다는 말 너무 맞는 것 같아요 ㅋㅋㅋㅠㅠㅠㅠㅠㅠㅠ 선을 넘어버려도 너무 과하게 넘진 않아서 싫어하기엔 좀 애매하고.. 웃기면서도 좀 짜증나네요ㅠㅋㅋㅋ","VIDEO_REACTION","0.92","openai/gpt-4.1-2025-04-14","EXCLUDE","VIDEO_REACTION","","2","0","2026-05-13T11:36:35.059377+00:00","","","","","",""
"Ugz3C6vmwlIbmJJhNsd4AaABAg","2dyXtXvF3CI","37","수익칭츨은 하지않지만 24g에 1테라 옵션으로 구매예정인 사람은 에어보단 프로일까요 ? 주로 사진 보정합니다 메인pc로 쓸 예정이구요","QUESTION","0.97","openai/gpt-4.1-2025-04-14","AUXILIARY_STORE","","","1","0","2026-05-13T11:36:35.067397+00:00","","","","","",""
"Ugw90z7PySgqUEtxngR4AaABAg","2dyXtXvF3CI","37","맥북 프로는 너무 비싸서 결국 에어로 보게 되더라고요 ㅠ 깔끔한 리뷰 잘 봤습니당","VIDEO_REACTION","0.95","openai/gpt-4.1-2025-04-14","EXCLUDE","VIDEO_REACTION","","1","0","2026-05-13T11:36:35.073204+00:00","","","","","",""
"UgzELhecajz7tvW0YyV4AaABAg","2dyXtXvF3CI","37","일러스트 포토샵 문서작업을 할건데 일러스트포토샵(로고,상세페이지,배너 등등)을 하루에 4-5시간정도하고 3d나영상편집은 아주 가끔 조금하거나 그러는데 맥북에어 m5에 10코어 gpu 24기가에 1테라는 어떤가요? 프로사는게 좋을까요? 그리고 애플케어하는게 좋나요?😂","QUESTION","0.98","openai/gpt-4.1-2025-04-14","AUXILIARY_STORE","","","0","0","2026-05-13T11:36:35.080513+00:00","","","","","",""
"UgxrYI8ADn__E0O2iPJ4AaABAg","2dyXtXvF3CI","37","이번에 맥북에어 M5 16램/512ssd를 사는게 나을까요..? 아니면 
맥북에어 M3 24램/1테라ssd를 사는게 나을까요..?? 가격은 동일합니다 4년?이상은 쓸 것 같아요!","QUESTION","0.98","openai/gpt-4.1-2025-04-14","AUXILIARY_STORE","","","0","0","2026-05-13T11:36:35.088599+00:00","","","","","",""
"Ugx2vNKURXgKjWHtAg54AaABAg","2dyXtXvF3CI","37","추가정보)
맥북으로 게임 생각하는거면 맥북 보지 마시길. 맥북은 생산성 효율을 기준으로 봤을때 가성비지, 게임관점으로 보면 극악의 가성비임.","PRODUCT_OPINION","0.97","openai/gpt-4.1-2025-04-14","ANALYZE","","","0","0","2026-05-13T11:36:35.100233+00:00","","","","","",""
"UgwwLyBTSwgXVMyenxx4AaABAg","2dyXtXvF3CI","37","맥북 입문하려구해요!! 어린이집 교사구 서류 간단한 애들얼굴작업 피피티 이런위주로 사용하는데 네오 써도 괜찮을까요?","QUESTION","0.97","openai/gpt-4.1-2025-04-14","AUXILIARY_STORE","","","0","0","2026-05-13T11:36:35.107989+00:00","","","","","",""
"Ugw_3tSbo5_P1TlgPJ94AaABAg","2dyXtXvF3CI","37","M5프로나 맥스 아닌이상 일반살바에 에어사라고 하던데 이것도 맞는말일까요??","QUESTION","0.96","openai/gpt-4.1-2025-04-14","AUXILIARY_STORE","","","0","0","2026-05-13T11:36:35.114165+00:00","","","","","",""
"UgzxkJoc6BNZ05hOV-l4AaABAg","2dyXtXvF3CI","37","맥북 비교 영상중 가장 직관적이고 이해하기 쉽게 비교해주심👍🏽","VIDEO_REACTION","0.98","openai/gpt-4.1-2025-04-14","EXCLUDE","VIDEO_REACTION","","2","0","2026-05-13T11:36:35.119445+00:00","","","","","",""
"Ugyk9Wltxfzb0ChMkax4AaABAg","2dyXtXvF3CI","37","이 영상으로 처음 본 채널인데 정리깔끔해서 좋아요!! 
저는 피그마랑 AI , 문서작업 이렇게 쓰는데 맥미니가 있어서 휴대용으로 하나 사려했는데 애플의 애매한 설계 때문에 결정이 힘드네요😨 
저처럼 ai많이 쓰고 데탑이 있는 사람은 어떤게 적합할까요?","QUESTION","0.97","openai/gpt-4.1-2025-04-14","AUXILIARY_STORE","","","1","0","2026-05-13T11:36:35.125545+00:00","","","","","",""
"Ugxbg6lXqW499uBI1jN4AaABAg","2dyXtXvF3CI","37","맥북 에어 13인치 사려고했는데 기본 메모리에서 24기가 메모리로 업그레이드 해도 좋을까요? 직업은 프론트엔드 개발자입니다","QUESTION","0.98","openai/gpt-4.1-2025-04-14","AUXILIARY_STORE","","","1","0","2026-05-13T11:36:35.131123+00:00","","","","","",""
"Ugztpve2Y-vLnFbObw54AaABAg","2dyXtXvF3CI","37","맥북네오에 아이폰칩셋 넣을줄 몰랐다 저가칩 넣을줄알았는데 애플 마진 남을려나","PRODUCT_OPINION","0.93","openai/gpt-4.1-2025-04-14","ANALYZE","","","1","0","2026-05-13T11:36:35.135616+00:00","","","","","",""
"Ugw0tqegCSDLA0BReJt4AaABAg","2dyXtXvF3CI","37","일러스트를 주로 하는데. 여러개를  띄워서 사용해서 그런지 cpu는 널널한데. 램 24gb가 노란색으로 압박이 됩니다. m5 512기가 속도가 7천이상으로 엄청빠르긴한데  1tb가  1만2천 정도가 나와서 메모리스왑시도 빠르겠더라구요. 
m5 10코어 24gb 512ssd  반품하고.  m5프로 48gb 1tb ssd로 다시 주문했습니다.

실체감이 버벅이는거 없앨려면 램과  ssd속도가  빨라야 되더라구요.
네오 256 ssd속도가 2천이 될까하는데  m5칩 1테라가 1만2천으로 어마한 속도 차이가. 잔 랙을 엄청 싫어하는 저로서는 큰돈을 쓰게 하네요.","PRODUCT_OPINION","0.97","openai/gpt-4.1-2025-04-14","ANALYZE","","","0","0","2026-05-13T11:36:35.140517+00:00","","","","","",""
"Ugyyv6k7sHlenGh86mV4AaABAg","2dyXtXvF3CI","37","맥북 m5 에어 13vs 15인치 고민중입니다.
현재 M1 pro 16인치도 가지고 있습니다. 
직접가서 써보니 둘 다 장단점이 명확했고 둘 다 괜찮아 보였습니다. 
제발 추천해주세요 ㅠㅠㅠㅠㅠㅠ","QUESTION","0.98","openai/gpt-4.1-2025-04-14","AUXILIARY_STORE","","","0","0","2026-05-13T11:36:35.146524+00:00","","","","","",""
"Ugy_7kHM1PI9wO1aXGV4AaABAg","2dyXtXvF3CI","37","진짜 새거아니면 안된다 하시는분들 아니면 맥북 네오말고 거기에 돈좀 조금 보태서 맥북프로 m1m2pro s급 사시는걸 추천드립니다.","PRODUCT_OPINION","0.96","openai/gpt-4.1-2025-04-14","ANALYZE","","","0","0","2026-05-13T11:36:35.151809+00:00","","","","","",""
"UgxEWC5tZo9Io9oVOMZ4AaABAg","2dyXtXvF3CI","37","네오 11인치  16기가로는 나와야지...  진짜 터치아이디 백라이트뺀건 어휴 부품 재고 처리용인듯","PRODUCT_OPINION","0.97","openai/gpt-4.1-2025-04-14","ANALYZE","","","0","0","2026-05-13T11:36:35.156828+00:00","","","","","",""
"Ugz-RR4T8TO7wR8FNZB4AaABAg","2dyXtXvF3CI","37","네오 살거면 m4나 m3에어를 사는게. 크기는 13인치사고 가성비 4k모니터사서 집에서 쓰면 됨","PRODUCT_OPINION","0.95","openai/gpt-4.1-2025-04-14","ANALYZE","","","0","0","2026-05-13T11:36:35.162331+00:00","","","","","",""
"Ugy01ahm4pEL8ysincx4AaABAg","2dyXtXvF3CI","37","그냥 사고 싶어서 맥북프로 M5PRO 샀습니다. 요즘 PC 가격 오르는게 열받아서 생애 처음 500을 노트북에 태웠네요.

영상편집 좀 하다가 원도우PC 버벅거리는게 싫어서, 사실 버벅이 아니라 파일변환 안하면 부드럽고 뭐고 그냥 작업이 안되어서 맥으로 갑니다.

에어에 램만 24로 올려도 될 것 같긴한데, 하는 김에 프로 64까지 올리고 호사를 누립니다.","PRODUCT_OPINION","0.95","openai/gpt-4.1-2025-04-14","ANALYZE","","","7","0","2026-05-13T11:36:35.171071+00:00","","","","","",""
"UgyBp8Gzrrh5SeaVUSt4AaABAg","2dyXtXvF3CI","37","1:01 와 네오 너무 예쁨… 인디고 색 존예","PRODUCT_OPINION","0.9","openai/gpt-4.1-2025-04-14","ANALYZE","","","3","0","2026-05-13T11:36:35.184013+00:00","","","","","",""
"Ugymd63ZxAdQRc-oVQR4AaABAg","2dyXtXvF3CI","37","설명이 야무집니다…바로 구독과 좋아요 박았습니다","VIDEO_REACTION","0.98","openai/gpt-4.1-2025-04-14","EXCLUDE","VIDEO_REACTION","","2","0","2026-05-13T11:36:35.191374+00:00","","","","","",""
"UgwW7AY_pBRlNqRFHqx4AaABAg","D_dABXoIMl0","130","7:45 여기부터 머리에 뭐묻음ㅋㅋㅋ","CHATTER","0.98","openai/gpt-4.1-2025-04-14","EXCLUDE","CHATTER","","34","0","2026-05-13T11:36:41.454934+00:00","","","","","",""
"UgzPh7KHNjXzC7Fh8q54AaABAg","D_dABXoIMl0","130","아니 나도 업그레이된다고해서 메일 들어가니깐 ㄹㅇ M5로 업그레이드!.!.!
심지어 출시 하루전에삼 ㄹㅇ 행운
256기가 샀는게 512로 업그레드…

M4 ,3월25일 픽업이었는데 M5 ,3월 11일날 픽업할수 있는. . 

애플.(♡)
참고로 전 대학생 프로모션 사용하서
144만원의 가격에 에어팟4프로까지 .
헉키걸","PRODUCT_OPINION","0.92","openai/gpt-4.1-2025-04-14","ANALYZE","","","2","0","2026-05-13T11:36:41.514032+00:00","","","","","",""
"UgxDAC9ilkyaBmtExQp4AaABAg","D_dABXoIMl0","130","작년 7월에 m4 max 16인치 사기는 했는데 이번 m5 max 보니까 성능은 그나마 업그레이드가 됐다지만 시작가가 무섭네요.. 원래 바꾸려고 했는데 그냥 존버 해야할거 같습니다...","PRODUCT_OPINION","0.97","openai/gpt-4.1-2025-04-14","ANALYZE","","","0","0","2026-05-13T11:36:41.521627+00:00","","","","","",""
"UgxQERHHoRDBxD68SqV4AaABAg","D_dABXoIMl0","130","와 미친 무상 업그레이드 와 진짜 부럽다","CHATTER","0.95","openai/gpt-4.1-2025-04-14","EXCLUDE","CHATTER","","57","0","2026-05-13T11:36:41.533102+00:00","","","","","",""
"UgxiLqRDjCk92kfF0Ml4AaABAg","sEyRofSnte8","38","Iphone Vaddhu ❌ Android Mudhu ✅👍","PRODUCT_OPINION","0.9","openai/gpt-4.1-2025-04-14","ANALYZE","","","386","0","2026-05-13T11:50:48.633136+00:00","","","","","",""
